Noo,8,jing,wei
233,2018-04-01 00:00:08,121.485817,31.234254999999997
233,2018-04-01 00:00:18,121.485817,31.234254999999997
233,2018-04-01 00:00:38,121.485817,31.234254999999997
233,2018-04-01 00:00:48,121.485817,31.234254999999997
233,2018-04-01 00:00:58,121.485828,31.234252
234,2018-04-01 00:00:08,121.31702800000001,31.228098
234,2018-04-01 00:00:18,121.31702800000001,31.228098
234,2018-04-01 00:00:38,121.317022,31.228102000000003
234,2018-04-01 00:00:48,121.317022,31.228102000000003
234,2018-04-01 00:00:58,121.317022,31.228102000000003
246,2018-04-01 00:00:11,121.493867,31.22415
246,2018-04-01 00:00:21,121.49386299999999,31.224177
246,2018-04-01 00:00:41,121.49388799999998,31.224190000000004
246,2018-04-01 00:00:51,121.49388200000001,31.224182
246,2018-04-01 00:01:01,121.493875,31.224172999999997
250,2018-04-01 00:00:11,121.377393,31.358945000000002
250,2018-04-01 00:00:21,121.377393,31.358945000000002
250,2018-04-01 00:00:41,121.377393,31.358945000000002
250,2018-04-01 00:00:51,121.37738700000001,31.358945000000002
250,2018-04-01 00:01:01,121.37738700000001,31.358945000000002
255,2018-04-01 00:00:11,121.534052,31.268248
255,2018-04-01 00:00:21,121.534053,31.26825
255,2018-04-01 00:00:41,121.534057,31.268259999999998
255,2018-04-01 00:00:51,121.53405500000001,31.268266999999998
255,2018-04-01 00:01:01,121.534053,31.268271999999996
262,2018-04-01 00:00:55,121.486172,31.199025
262,2018-04-01 00:00:56,121.486475,31.19865
262,2018-04-01 00:01:00,121.48648200000001,31.198821999999996
265,2018-04-01 00:00:02,121.281323,31.122320000000002
265,2018-04-01 00:00:12,121.281323,31.122313000000002
265,2018-04-01 00:00:32,121.28131699999999,31.122290000000003
265,2018-04-01 00:00:42,121.28130700000001,31.122297999999997
265,2018-04-01 00:00:52,121.281297,31.122308
266,2018-04-01 00:00:08,121.49816000000001,31.130258
266,2018-04-01 00:00:18,121.49816000000001,31.130258
266,2018-04-01 00:00:38,121.49816200000001,31.130258
266,2018-04-01 00:00:48,121.49816200000001,31.130258
266,2018-04-01 00:00:58,121.49816200000001,31.130258
296,2018-04-01 00:00:02,121.30418200000001,31.161771999999996
296,2018-04-01 00:00:12,121.304185,31.161766999999998
296,2018-04-01 00:00:32,121.304193,31.161757
296,2018-04-01 00:00:42,121.304197,31.161753000000004
296,2018-04-01 00:00:52,121.304193,31.161748
302,2018-04-01 00:00:03,120.23373000000001,31.617475
302,2018-04-01 00:00:13,120.23373000000001,31.617475
302,2018-04-01 00:00:33,120.23373000000001,31.617475
302,2018-04-01 00:00:43,120.23371499999999,31.61748
302,2018-04-01 00:00:53,120.23371499999999,31.61748
317,2018-04-01 00:00:04,121.30153500000002,31.252072
317,2018-04-01 00:00:14,121.30153500000002,31.252073
317,2018-04-01 00:00:34,121.30153700000001,31.252075
317,2018-04-01 00:00:44,121.30153700000001,31.252075
317,2018-04-01 00:00:54,121.301538,31.252075
324,2018-04-01 00:00:06,121.477248,31.263741999999997
324,2018-04-01 00:00:16,121.477248,31.263741999999997
324,2018-04-01 00:00:36,121.477245,31.263740000000002
324,2018-04-01 00:00:46,121.477245,31.263740000000002
324,2018-04-01 00:00:56,121.477245,31.263740000000002
325,2018-04-01 00:00:09,121.53338500000001,31.120602
325,2018-04-01 00:00:19,121.53338500000001,31.120602
325,2018-04-01 00:00:39,121.53339199999999,31.12061
325,2018-04-01 00:00:49,121.53339199999999,31.12061
325,2018-04-01 00:00:59,121.53339199999999,31.12061
327,2018-04-01 00:00:04,121.46783,31.260709999999996
327,2018-04-01 00:00:14,121.46783,31.260709999999996
327,2018-04-01 00:00:35,121.46783,31.260709999999996
327,2018-04-01 00:00:45,121.46783,31.260720000000003
327,2018-04-01 00:00:55,121.46783,31.260720000000003
331,2018-04-01 00:00:03,121.523595,31.061597999999996
331,2018-04-01 00:00:13,121.523537,31.061557
331,2018-04-01 00:00:33,121.52283200000001,31.061591999999997
331,2018-04-01 00:00:43,121.52248,31.061543
331,2018-04-01 00:00:53,121.52241000000001,31.061613
345,2018-04-01 00:00:06,121.48217199999999,31.345275
345,2018-04-01 00:00:16,121.48217199999999,31.345275
345,2018-04-01 00:00:37,121.48217199999999,31.345275
345,2018-04-01 00:00:47,121.48217199999999,31.345275
345,2018-04-01 00:00:57,121.48217199999999,31.345277000000003
347,2018-04-01 00:00:09,121.329495,31.122032
347,2018-04-01 00:00:19,121.329495,31.122033000000002
347,2018-04-01 00:00:39,121.32949199999999,31.122037
347,2018-04-01 00:00:49,121.32949199999999,31.122038
347,2018-04-01 00:00:59,121.32948999999999,31.122038
352,2018-04-01 00:00:02,121.538133,31.261871999999997
352,2018-04-01 00:00:12,121.538123,31.261867
352,2018-04-01 00:00:32,121.53811699999999,31.261786999999998
352,2018-04-01 00:00:42,121.538133,31.261795000000003
352,2018-04-01 00:00:52,121.53811699999999,31.261834999999998
358,2018-04-01 00:00:06,121.397792,31.265736999999998
358,2018-04-01 00:00:16,121.397792,31.265736999999998
358,2018-04-01 00:00:36,121.397792,31.265735
358,2018-04-01 00:00:46,121.397792,31.265735
358,2018-04-01 00:00:56,121.397792,31.265735
359,2018-04-01 00:00:07,121.402437,31.29322
359,2018-04-01 00:00:17,121.402437,31.29322
359,2018-04-01 00:00:37,121.402437,31.293218
359,2018-04-01 00:00:47,121.402437,31.293218
359,2018-04-01 00:00:57,121.402437,31.293218
369,2018-04-01 00:00:02,121.624508,31.215613
369,2018-04-01 00:00:12,121.624508,31.215613
369,2018-04-01 00:00:32,121.624508,31.215613
369,2018-04-01 00:00:42,121.624508,31.215613
369,2018-04-01 00:00:52,121.624508,31.215613
377,2018-04-01 00:00:02,121.42445500000001,31.294633
377,2018-04-01 00:00:12,121.424458,31.294634999999996
377,2018-04-01 00:00:32,121.42446499999998,31.294629999999998
377,2018-04-01 00:00:42,121.42446299999999,31.294628000000003
377,2018-04-01 00:00:52,121.42446299999999,31.294628000000003
395,2018-04-01 00:00:06,121.358705,31.251395000000002
395,2018-04-01 00:00:16,121.358705,31.251395000000002
395,2018-04-01 00:00:36,121.358705,31.251395000000002
395,2018-04-01 00:00:46,121.358705,31.251395000000002
395,2018-04-01 00:00:56,121.358705,31.251395000000002
399,2018-04-01 00:00:09,121.38726299999999,31.345235
399,2018-04-01 00:00:19,121.38726299999999,31.345235
399,2018-04-01 00:00:39,121.38726299999999,31.345235
399,2018-04-01 00:00:49,121.38726299999999,31.345235
399,2018-04-01 00:00:59,121.38726299999999,31.345233
405,2018-04-01 00:00:04,121.423672,31.398435
405,2018-04-01 00:00:14,121.423672,31.398435
405,2018-04-01 00:00:34,121.423677,31.398428000000003
405,2018-04-01 00:00:44,121.423677,31.398428000000003
405,2018-04-01 00:00:54,121.423677,31.398428000000003
406,2018-04-01 00:00:09,121.50023300000001,31.12752
406,2018-04-01 00:00:19,121.50023300000001,31.12752
